Title	Genre
Les beaux jours (2013)	'Drama', 'Romance'
Poor White Trash (2000)	'Comedy', 'Crime'
Cocaine Cowboys: Reloaded (2014)	'Documentary'
Mortal Kombat: Annihilation (1997)	'Action', 'Adventure', 'Fantasy'
Swordsman II (1992)	'Action', 'Fantasy'
Halloween: Resurrection (2002)	'Comedy', 'Horror', 'Thriller'
Hardcore Henry (2015)	'Action', 'Adventure', 'Sci-Fi'
Luther the Geek (1990)	'Horror'
Everything Relative (1996)	'Drama'
20,000 Days on Earth (2014)	'Documentary', 'Drama'
Henry Kissinger - Geheimnisse einer Supermacht (2008)	'Documentary'
Bunty Aur Babli (2005)	'Comedy', 'Drama', 'Romance'
The Butterfly Effect 3: Revelations (2009)	'Crime', 'Sci-Fi', 'Thriller'
Beautiful (2009)	'Drama', 'Thriller'
Somos lo que hay (2010)	'Drama', 'Horror'
Aanrijding in Moscou (2008)	'Comedy', 'Drama', 'Romance'
The Princess and the Goblin (1991)	'Animation', 'Fantasy'
Flamenco (1995)	'Documentary'
Foodies (2014)	'Documentary'
Sexual Chronicles of a French Family (2012)	'Comedy', 'Drama', 'Romance'
J.S.A.: Joint Security Area (2000)	'Drama', 'Thriller'
1612: Khroniki smutnogo vremeni (2007)	'Adventure', 'Drama', 'Fantasy'
Into the White (2012)	'Biography', 'Drama'
Waiting to Exhale (1995)	'Comedy', 'Drama', 'Romance'
Georgia (1995)	'Drama'
Blackout (2008)	'Mystery', 'Thriller'
Best in Show (2000)	'Comedy'
Cleaner (2007)	'Crime', 'Mystery', 'Thriller'
The Children (2008)	'Horror', 'Mystery', 'Thriller'
Trojan War (1997)	'Comedy'
Slow Burn (2000)	'Action', 'Crime', 'Drama'
Tanguy (2001)	'Comedy'
LOL (2006)	'Comedy', 'Drama'
Devot (2003)	'Drama', 'Thriller', 'Mystery'
The Bridge (2006)	'Documentary', 'Drama'
HrÌ¼tar (2015)	'Drama'
Entre LenÌ¤Ì_is (2008)	'Romance'
AVH: Alien vs. Hunter (2007)	'Action', 'Horror', 'Sci-Fi'
Adem (2010)	'Drama'
Secrets of the Tribe (2010)	'Documentary'
Manuale d'am3re (2011)	'Comedy', 'Romance'
Gau ban ji ma goon ji baak min bau ching tin (1994)	'Comedy'
Gozu (2003)	'Crime', 'Drama', 'Horror'
Kingdom of Shadows (2015)	'Documentary'
Parallels (2015)	'Action', 'Sci-Fi'
Russell Peters: The Green Card Tour - Live from The O2 Arena (2011)	'Comedy'
Kishibe no tabi (2015)	'Drama', 'Fantasy', 'Romance'
The Quick and the Dead (1995)	'Action', 'Romance', 'Thriller'
xXx: State of the Union (2005)	'Action', 'Adventure', 'Crime'
Tarantella (1995)	'Drama'
Ah Foo (2000)	'Drama', 'Romance'
The Three Stooges (2000)	'Biography', 'Comedy', 'Drama'
Ogamdo (2009)	'Drama'
Fausto 5.0 (2001)	'Drama', 'Fantasy', 'Horror'
Ghost Dad (1990)	'Comedy', 'Family', 'Fantasy'
Death at a Funeral (2010)	'Comedy'
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014)	'Documentary'
Krantiveer (1994)	'Action', 'Drama', 'Romance'
ía commence aujourd'hui (1999)	'Drama'
GekijÌ« ban Bleach: Fade to Black - Kimi no na o yobu (2008)	'Animation', 'Action', 'Drama'
As Good as It Gets (1997)	'Comedy', 'Drama', 'Romance'
Prom Night III: The Last Kiss (1990)	'Comedy', 'Horror', 'Thriller'
Weather Girl (2009)	'Comedy'
EncarnaÌ¤Ì£o do DemÌ«nio (2008)	'Horror'
A Gun for Jennifer (1997)	'Crime', 'Drama', 'Thriller'
Murph: The Protector (2013)	'Documentary'
Cooties (2014)	'Comedy', 'Horror', 'Sci-Fi'
Wan pisu firumu: sutorongu warudo (2009)	'Animation', 'Action', 'Adventure'
The Maid (2009)	'Comedy', 'Drama'
Felony (2013)	'Thriller'
How to Train Your Dragon (2010)	'Animation', 'Action', 'Adventure'
Orgasm Inc. (2009)	'Documentary'
Amaya (2010)	'Comedy', 'Drama', 'Romance'
Waiting for Guffman (1996)	'Comedy'
The Prophecy (1995)	'Action', 'Crime', 'Drama'
The Beautiful Country (2004)	'Drama'
Shootout at Lokhandwala (2007)	'Action', 'Crime', 'Drama'
Wendy and Lucy (2008)	'Drama'
Get a Job (2016)	'Comedy'
RÌ¦llin sydÌ_n (2007)	'Animation', 'Adventure', 'Family'
Deck the Halls (2006)	'Comedy', 'Family'
Voditel dlya Very (2004)	'Drama'
De nieuwe wildernis (2013)	'Documentary'
Thy Womb (2012)	'Drama'
Kanojo no omoide (1995)	'Animation', 'Adventure', 'Sci-Fi'
A Golden Christmas (2009)	'Comedy', 'Family', 'Romance'
Twisted Seduction (2010)	'Comedy', 'Romance', 'Thriller'
La sindrome di Stendhal (1996)	'Horror', 'Mystery', 'Thriller'
Curtis's Charm (1995)	'Comedy', 'Drama'
I Heart Huckabees (2004)	'Comedy'
Cargo (2009)	'Mystery', 'Sci-Fi', 'Thriller'
Sex Lives of the Potato Men (2004)	'Comedy'
Aks (2001)	'Action', 'Crime', 'Horror'
Air Bud: Golden Receiver (1998)	'Comedy', 'Family'
La route d'Istanbul (2016)	'Drama', 'Thriller'
Walt & El Grupo (2008)	'Documentary'
Chega de Saudade (2007)	'Drama', 'Romance'
Thomas Kinkade's Christmas Cottage (2008)	'Biography', 'Drama'
Louis Theroux: Transgender Kids (2015)	'Documentary'
Love Never Dies (2012)	'Drama'
The Capsule (2012)	'Drama'
Un fidanzato per mia moglie (2014)	'Comedy'
K-11 (2012)	'Drama'
Louis C.K.: Live at the Beacon Theater (2011)	'Documentary', 'Comedy'
A Friend of the Deceased (1997)	'Comedy', 'Drama'
Samson and Delilah (1996)	'Adventure', 'Drama'
In the Family (2011)	'Drama', 'Romance'
Wonder Woman (2011)	'Action', 'Adventure', 'Fantasy'
Bill Bailey: Tinselworm (2008)	'Documentary', 'Comedy'
Di renjie: Tong tian di guo (2010)	'Action', 'Adventure', 'Drama'
Die vierte Macht (2012)	'Thriller'
Emma (1996)	'Comedy', 'Drama', 'Romance'
Slow Learners (2015)	'Comedy', 'Romance'
ChloÌ© (1996)	'Drama', 'Romance'
The Duelist (2016)	'Action', 'Drama', 'Thriller'
Dances with Wolves (1990)	'Adventure', 'Drama'
The Cost of Love (2011)	'Comedy', 'Drama', 'Romance'
RÌ_zgarlar (2013)	'Drama'
The Doors: When You're Strange (2009)	'Documentary'
Zoombies (2016)	'Action', 'Horror', 'Sci-Fi'
Hero (1992)	'Comedy', 'Drama', 'Romance'
Man of the House (2005)	'Action', 'Comedy'
Spy (2015)	'Action', 'Comedy', 'Crime'
RED (2010)	'Action', 'Comedy', 'Crime'
Ghosts (1997)	'Horror'
Vanya on 42nd Street (1994)	'Comedy', 'Drama', 'Romance'
Jack et la mÌ©canique du coeur (2013)	'Animation', 'Adventure', 'Drama'
ÌãkkilÌ_htÌ¦ (2016)	'Comedy', 'Drama', 'Romance'
Scooby-Doo! WrestleMania Mystery (2014)	'Animation', 'Family'
Hogfather (2006)	'Adventure', 'Fantasy', 'Thriller'
Gantz: Perfect Answer (2011)	'Action', 'Horror', 'Mystery'
Safari (2009)	'Adventure', 'Comedy'
TekWar (1994)	'Sci-Fi'
Freeloaders (2012)	'Comedy'
Troy (2004)	'Adventure'
SmrtelnÌ© historky (2016)	'Animation', 'Comedy', 'Crime'
Alexandra's Project (2003)	'Drama', 'Mystery', 'Thriller'
Ocho apellidos vascos (2014)	'Comedy', 'Romance'
Ji jie hao (2007)	'Action', 'Biography', 'Drama'
Ankhon Dekhi (2013)	'Comedy', 'Drama'
A Horrible Way to Die (2010)	'Drama', 'Horror', 'Thriller'
Septembers of Shiraz (2015)	'Thriller'
Humraaz (2002)	'Action', 'Romance'
Tanner Hall (2009)	'Drama'
Barbarian Queen II: The Empress Strikes Back (1990)	'Action', 'Adventure', 'Fantasy'
My Babysitter's a Vampire (2010)	'Adventure', 'Comedy', 'Fantasy'
Million Dollar Arm (2014)	'Biography', 'Drama'
Love Actually (2003)	'Comedy', 'Drama', 'Romance'
Kingdom Come (2001)	'Comedy', 'Drama', 'Family'
Drunk Wedding (2015)	'Comedy'
The Goebbels Experiment (2005)	'Documentary', 'Biography'
Road to Redemption (2001)	'Action', 'Comedy', 'Drama'
Long Night's Journey Into Day (2000)	'Documentary'
Dzien dobry, kocham cie! (2014)	'Comedy', 'Romance'
Body Parts (1991)	'Horror', 'Thriller'
Salt (2010)	'Action', 'Crime', 'Mystery'
Les fautes d'orthographe (2004)	'Drama'
Blessed (2004)	'Drama', 'Horror', 'Thriller'
I bambini sanno (2015)	'Documentary'
Roozi ke zan shodam (2000)	'Comedy', 'Drama'
Park Avenue: Money, Power and the American Dream (2012)	'Documentary'
Naked (1993)	'Comedy', 'Drama'
Scooby-Doo! And Kiss: Rock and Roll Mystery (2015)	'Animation', 'Comedy', 'Family'
The Tuskegee Airmen (1995)	'Drama'
The Backyard (2002)	'Documentary'
Somm (2012)	'Documentary'
Love (2015)	'Drama', 'Romance'
The Princess and the Cobbler (1993)	'Animation', 'Action', 'Adventure'
Twelfth Night or What You Will (1996)	'Comedy', 'Drama', 'Romance'
Rebound (2005)	'Comedy', 'Family'
Ju-on: The Grudge (2002)	'Horror'
The Borrower (1991)	'Comedy', 'Horror', 'Sci-Fi'
First Daughter (1999)	'Action', 'Comedy', 'Romance'
Dí©jíæ Vu (1997)	'Drama', 'Romance'
Une vie meilleure (2011)	'Drama'
Red Dust (2004)	'Drama'
Geomeun sajedeul (2015)	'Mystery', 'Thriller'
Papa (2005)	'Comedy', 'Drama'
Where Sleeping Dogs Lie (1991)	'Crime', 'Mystery', 'Thriller'
My Sassy Girl (2008)	'Comedy', 'Drama', 'Romance'
No Problem (2010)	'Action', 'Comedy', 'Crime'
(Dis)Honesty: The Truth About Lies (2015)	'Documentary', 'Drama'
Love Sick Love (2012)	'Thriller'
Bluffmaster! (2005)	'Comedy', 'Romance', 'Thriller'
Around the World in 80 Days (2004)	'Action', 'Adventure', 'Comedy'
Fubar: Balls to the Wall (2010)	'Comedy'
Good Boy! (2003)	'Comedy', 'Drama', 'Family'
The Front (2010)	'Crime', 'Mystery'
The Girls in the Band (2011)	'Documentary', 'Biography'
The War Boys (2009)	'Crime', 'Drama', 'Romance'
OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie (2010)	'Documentary', 'Biography'
God Is the Bigger Elvis (2012)	'Documentary'
King of California (2007)	'Comedy', 'Drama'
Get Your Stuff (2000)	'Comedy', 'Drama'
åÁAsu Mare! 2 (2015)	'Biography', 'Comedy'
Zhapatlela 2 (2013)	'Horror'
Geograf globus propil (2013)	'Adventure', 'Drama'
Montevideo, vidimo se! (2014)	'Adventure', 'Comedy'
Vremya zhatvy (2004)	'Drama'
Strip Search (2004)	'Drama'
Simshar (2014)	'Drama'
Dead Awake (2010)	'Fantasy', 'Mystery', 'Romance'
Chosen (2016)	'Drama'
Pecker (1998)	'Comedy', 'Drama'
Sams in Gefahr (2003)	'Family'
Killer Tomatoes Strike Back! (1991)	'Action', 'Comedy', 'Horror'
Terror at the Mall (2014)	'Documentary'
What the #$*! Do We (K)now!? (2004)	'Documentary', 'Comedy', 'Drama'
Welcome to Woop Woop (1997)	'Adventure', 'Comedy', 'Fantasy'
Kindergarten Cop (1990)	'Comedy'
The Stepford Wives (2004)	'Comedy', 'Sci-Fi', 'Thriller'
U ri Sunhi (2013)	'Comedy', 'Drama', 'Romance'
Majo no takkyÌÈbin (2014)	'Adventure', 'Comedy', 'Fantasy'
Mind Meld: Secrets Behind the Voyage of a Lifetime (2001)	'Documentary', 'Sci-Fi'
The Gun in Betty Lou's Handbag (1992)	'Comedy', 'Mystery'
La scuola Ì¬ finita (2010)	'Drama'
Clean (2004)	'Drama', 'Romance'
The Willies (1990)	'Horror', 'Comedy'
Ellen DeGeneres: The Beginning (2000)	'Comedy', 'Documentary'
Live Free or Die Hard (2007)	'Action', 'Adventure', 'Thriller'
Valley of Flowers (2006)	'Adventure', 'Drama', 'Romance'
Pan (1995)	'Drama'
The Greatest Ears in Town: The Arif Mardin Story (2010)	'Documentary', 'Biography'
Raining Stones (1993)	'Drama', 'Comedy'
Le nozze di Laura (2015)	'Drama'
The Substance: Albert Hofmann's LSD (2011)	'Documentary', 'Biography'
Rennie's Landing (2001)	'Drama'
I Want Candy (2007)	'Comedy'
Why We Fight (2005)	'Documentary'
How to Plan an Orgy in a Small Town (2015)	'Comedy'
A.K.A. Don Bonus (1995)	'Documentary'
Mary and Max (2009)	'Animation', 'Comedy', 'Drama'
Committed (1991)	'Drama'
One Life (2011)	'Documentary', 'Family'
Shit Year (2010)	'Drama'
Blue Seduction (2009)	'Thriller'
I nostri ragazzi (2014)	'Drama'
Xia Luo te fan nao (2015)	'Comedy'
Nice Guy (2012)	'Crime', 'Drama'
Morgan Murphy: Irish Goodbye (2014)	'Comedy'
Violent (2014)	'Drama'
The Triumph of Love (2001)	'Comedy', 'Romance'
Dinosaur Island (1994)	'Adventure', 'Comedy', 'Fantasy'
Killers (2010)	'Action', 'Comedy', 'Romance'
Gayniggers from Outer Space (1992)	'Comedy', 'Sci-Fi'
Merchants of Doubt (2014)	'Documentary'
Protagonist (2007)	'Documentary'
Jodi Arias: Dirty Little Secret (2013)	'Drama', 'Romance', 'Thriller'
By Hook or by Crook (2001)	'Crime', 'Drama', 'Romance'
Hulk Vs. (2009)	'Animation', 'Action', 'Adventure'
La premiÌ¬re Ì©toile (2009)	'Comedy'
A Common Man (2013)	'Action', 'Thriller'
The Possibilities Are Endless (2014)	'Documentary', 'Biography'
Cea mai fericitÌ£ fatÌ£ din lume (2009)	'Comedy', 'Drama'
Roboshark (2015)	'Action', 'Comedy', 'Sci-Fi'
Molke Soleiman (2010)	'Drama'
Nizhalkkuthu (2002)	'Drama'
Tierra (1996)	'Drama', 'Romance'
Sin hijos (2015)	'Comedy', 'Romance'
Crockdale (2011)	'Thriller'
Let's Talk About Sex (1998)	'Drama'
ÌÒrÌ_i (2010)	'Drama', 'Romance'
La belle noiseuse (1991)	'Drama'
Blue Sky (1994)	'Drama', 'Romance'
Still Alice (2014)	'Drama'
I Am Bruce Lee (2012)	'Documentary', 'Biography'
L'esquive (2003)	'Drama', 'Romance'
Of Love and Shadows (1994)	'Drama'
Black Swan (2010)	'Drama', 'Thriller'
Farmageddon (2011)	'Documentary'
Suske en Wiske: De duistere diamant (2004)	'Adventure', 'Family', 'Mystery'
The Backwater Gospel (2011)	'Animation', 'Horror'
Metastaze (2009)	'Crime', 'Drama'
Swimming with Sharks (1994)	'Comedy', 'Crime'
Noksaek uija (2005)	'Drama', 'Romance'
Life, and Nothing More... (1992)	'Adventure', 'Drama'
A Cross the Universe (2008)	'Documentary'
Khan kluay (2006)	'Animation', 'Adventure', 'Family'
Bachna Ae Haseeno (2008)	'Comedy', 'Drama', 'Romance'
La mia classe (2013)	'Drama'
Scarfies (1999)	'Action', 'Comedy', 'Thriller'
After.Life (2009)	'Drama', 'Horror', 'Mystery'
Restless (2012)	'Drama', 'Romance'
The Grand (2007)	'Comedy'
The Butterfly Circus (2009)	'Drama'
Green Zone (2010)	'Action', 'Drama', 'Thriller'
Lushui Hongyan (2014)	'Romance'
Marianne (2011)	'Drama', 'Fantasy', 'Horror'
The Cokeville Miracle (2015)	'Drama', 'Family'
Khottabych (2006)	'Adventure', 'Comedy', 'Fantasy'
A Man of No Importance (1994)	'Comedy', 'Drama'
La buca (2014)	'Comedy'
9-Man (2014)	'Documentary'
Bird on a Wire (1990)	'Action', 'Comedy'
Palais royal! (2005)	'Comedy'
El niÌ±o pez (2009)	'Drama', 'Romance', 'Thriller'
Soldier of God (2005)	'Drama'
Burn Notice: The Fall of Sam Axe (2011)	'Comedy', 'Crime', 'Drama'
Extraordinary Stories (2008)	'Drama', 'Mystery'
The Time that Remains (2009)	'Drama'
Twelve Mile Road (2003)	'Drama'
Brother Minister: The Assassination of Malcolm X (1994)	'Documentary'
Stitches (2012)	'Comedy', 'Horror'
The Levenger Tapes (2013)	'Horror', 'Thriller'
The 100 Year-Old Man Who Climbed Out the Window and Disappeared (2013)	'Adventure', 'Comedy'
La vie d'une autre (2012)	'Comedy', 'Drama', 'Mystery'
George Carlin: Life Is Worth Losing (2005)	'Documentary', 'Comedy'
The Poughkeepsie Tapes (2007)	'Horror', 'Mystery', 'Thriller'
Won't Anybody Listen (2001)	'Documentary'
The Contract (2006)	'Action', 'Crime', 'Drama'
Slimtime (2010)	'Animation', 'Comedy'
El baÌ±o del Papa (2007)	'Comedy', 'Drama'
Poo-reun so-geum (2011)	'Action', 'Crime', 'Romance'
W. (2008)	'Biography', 'Drama'
10 Items or Less (2006)	'Comedy', 'Drama'
Sveti Georgije ubiva azdahu (2009)	'Drama', 'Romance'
Villegas (2012)	'Drama'
A Little Game (2014)	'Adventure', 'Family'
Mimic (1997)	'Horror', 'Sci-Fi'
TÌ«kyÌ« zonbi (2005)	'Action', 'Comedy', 'Horror'
Burn Burn Burn (2015)	'Comedy', 'Drama'
Unzipped (1995)	'Documentary'
Under the Skin (2013)	'Drama', 'Horror', 'Sci-Fi'
Down in the Valley (2005)	'Drama', 'Romance', 'Thriller'
Get Smart's Bruce and Lloyd Out of Control (2008)	'Action', 'Comedy', 'Romance'
Into the Abyss (2011)	'Documentary', 'Crime', 'Drama'
Secret in Their Eyes (2015)	'Crime', 'Drama', 'Mystery'
The Land Before Time VIII: The Big Freeze (2001)	'Animation', 'Adventure', 'Family'
Bangkok Dangerous (2000)	'Action', 'Crime', 'Romance'
Quarantine (2008)	'Horror', 'Sci-Fi', 'Thriller'
Country Life (1994)	'Drama', 'Romance'
Ice Princess (2005)	'Comedy', 'Drama', 'Family'
Intimacy (2001)	'Drama', 'Romance'
Mina olin siin (2008)	'Crime', 'Drama'
Kalifornia (1993)	'Crime', 'Drama', 'Thriller'
The Trials of Henry Kissinger (2002)	'Documentary'
The Fluffy Movie: Unity Through Laughter (2014)	'Comedy'
City Slickers (1991)	'Comedy'
Russkiy kovcheg (2002)	'Drama', 'Fantasy'
Persecuted (2014)	'Action', 'Drama', 'Mystery'
Odette Toulemonde (2006)	'Comedy', 'Drama'
El Akhar (1999)	'Drama', 'Romance'
Sem Pena (2014)	'Documentary', 'Crime', 'Drama'
Private Romeo (2011)	'Drama', 'Romance'
All Things Must Pass: The Rise and Fall of Tower Records (2015)	'Documentary'
Chico: Artista Brasileiro (2015)	'Documentary'
Finding a Family (2011)	'Drama'
See No Evil 2 (2014)	'Horror'
The Hexecutioners (2015)	'Horror'
Empire (2002)	'Crime', 'Drama', 'Thriller'
Grave Secrets: The Legacy of Hilltop Drive (1992)	'Horror', 'Thriller'
Tie saam gok (2007)	'Action'
Amar te duele (2002)	'Drama', 'Romance'
Elaine Stritch: Shoot Me (2013)	'Documentary'
Trial by Jury (1994)	'Thriller', 'Crime', 'Drama'
It Runs in the Family (2003)	'Comedy', 'Drama', 'Romance'
The Bling Ring (2013)	'Biography', 'Crime', 'Drama'
Visioneers (2008)	'Comedy', 'Drama', 'Sci-Fi'
The Boy Who Cried Werewolf (2010)	'Comedy', 'Family', 'Fantasy'
Alpha and Omega 3: The Great Wolf Games (2014)	'Animation', 'Adventure', 'Comedy'
The Raven (2012)	'Crime', 'Mystery', 'Thriller'
MÌÁncora (2008)	'Drama'
Holidaze: The Christmas That Almost Didn't Happen (2006)	'Animation', 'Comedy'
The Babe (1992)	'Biography', 'Drama'
Hard Candy (2005)	'Crime', 'Drama', 'Thriller'
Eight Crazy Nights (2002)	'Animation', 'Comedy'
SÌ_t (2008)	'Drama'
The Village Had No Walls (1995)	'Adventure', 'Drama'
Heaven Knows What (2014)	'Drama'
Mere Brother Ki Dulhan (2011)	'Comedy', 'Family', 'Romance'
The Sky Above Us (2015)	'Biography', 'Drama'
Dinotasia (2012)	'Documentary', 'Animation'
Vincent & Theo (1990)	'Biography', 'Drama'
Slam (1998)	'Drama'
A Decade Under the Influence (2003)	'Documentary'
Scusate se esisto! (2014)	'Comedy'
Interceptor (1992)	'Action', 'Sci-Fi'
Takedown: The DNA of GSP (2014)	'Documentary'
Bullets Over Broadway (1994)	'Comedy', 'Crime'
Nowhere (1997)	'Comedy', 'Drama', 'Sci-Fi'
Le Grand Chef (2007)	'Comedy', 'Drama'
Genius (2016)	'Biography', 'Drama'
Thanatomorphose (2012)	'Horror'
Caffeinated (2015)	'Documentary', 'Adventure'
Bedazzled (2000)	'Comedy', 'Fantasy'
Kamome shokudÌ« (2006)	'Comedy', 'Drama'
Fitoor (2016)	'Drama', 'Romance'
Untraceable (2008)	'Crime', 'Mystery', 'Thriller'
Carnage Park (2016)	'Action', 'Crime', 'Horror'
Bienvenido a Farewell-Gutmann (2008)	'Comedy'
Sweet November (2001)	'Drama', 'Romance'
Anche libero va bene (2006)	'Drama'
Sookmyeong (2008)	'Drama'
Enchanted April (1991)	'Drama'
The Great Raid (2005)	'Action', 'Drama'
Zus & zo (2001)	'Comedy', 'Fantasy', 'Romance'
The Rambler (2013)	'Comedy', 'Drama', 'Horror'
Vanity Fair (2004)	'Drama'
Shaitani Ilaaka (1990)	'Horror'
Goemon (2009)	'Action', 'Drama'
Trois mondes (2012)	'Drama'
The Reckoning (2014)	'Crime', 'Mystery', 'Thriller'
Cube (1997)	'Drama', 'Mystery', 'Sci-Fi'
Langer licht (2006)	'Drama'
Han Gong-ju (2013)	'Drama'
Ecstasy of Order: The Tetris Masters (2011)	'Documentary'
Railroad Tigers (2016)	'Action', 'Comedy'
Stolen (2012)	'Action', 'Crime', 'Drama'
El 7å¼ dÌ_a (2004)	'Crime', 'Drama', 'Horror'
Comedy Central Roast of William Shatner (2006)	'Comedy'
My Date with Drew (2004)	'Documentary'
Outlaws and Angels (2016)	'Action', 'Adventure', 'Drama'
Once Around (1991)	'Comedy', 'Drama', 'Romance'
Lovemilla (2015)	'Comedy', 'Romance', 'Sci-Fi'
Oddball (2015)	'Adventure', 'Family'
Escort (2006)	'Thriller'
Ivory Tower (2014)	'Documentary', 'Family'
Vares - Kaidan tien kulkijat (2012)	'Crime', 'Drama', 'Thriller'
Edward Scissorhands (1990)	'Drama', 'Fantasy', 'Romance'
Gone Madigan (2010)	'Documentary', 'Comedy'
Drive Me Crazy (1999)	'Comedy', 'Drama', 'Romance'
Christmas Carol: The Movie (2001)	'Animation', 'Family'
The Juror (1996)	'Drama', 'Thriller'
The Cookout (2004)	'Comedy'
No Escape (1994)	'Action', 'Drama', 'Sci-Fi'
Tokyo Tower (2005)	'Drama', 'Romance'
Failure to Launch (2006)	'Comedy', 'Romance'
Spotlight (2015)	'Crime', 'Drama'
Under Our Skin (2008)	'Documentary'
Tomorrow You're Gone (2012)	'Thriller'
Lifepod (1993)	'Mystery', 'Sci-Fi', 'Thriller'
Inside Llewyn Davis (2013)	'Drama'
Hello Herman (2012)	'Drama'
I Am Legend (2007)	'Drama', 'Horror', 'Sci-Fi'
Red Hill (2010)	'Thriller'
La stella che non c'Ì¬ (2006)	'Drama'
Losers Take All (2011)	'Comedy'
Hitman (2007)	'Action', 'Crime', 'Drama'
Last Man Standing (1996)	'Action', 'Crime', 'Drama'
The American Ruling Class (2005)	'Comedy'
Hotel (2001)	'Comedy'
Mar Baum (1997)	'Comedy', 'Drama'
Ghost in the Shell Arise: Border 4 - Ghost Stands Alone (2014)	'Animation', 'Action', 'Sci-Fi'
Tschick (2016)	'Comedy', 'Drama', 'Family'
Canadian Bacon (1995)	'Comedy'
Code of Honor (2016)	'Action', 'Crime', 'Thriller'
Ober (2006)	'Comedy'
Tell Me How I Die (2016)	'Thriller'
Gigantic (2008)	'Comedy', 'Drama', 'Romance'
Suzanne (2013)	'Drama'
Boy Wonder (2010)	'Action', 'Crime', 'Drama'
Victim (2011)	'Action', 'Drama'
Johnny Tsunami (1999)	'Drama', 'Family'
Most (2003)	'Drama'
Three Lives and Only One Death (1996)	'Comedy', 'Crime'
Growing Up and Other Lies (2014)	'Comedy'
Harry Potter and the Sorcerer's Stone (2001)	'Adventure', 'Family', 'Fantasy'
Racing Dreams (2009)	'Documentary'
The Oregonian (2011)	'Horror', 'Mystery', 'Thriller'
The Millennials (2015)	'Comedy', 'Drama', 'Romance'
Geuddae geusaramdeul (2005)	'Comedy', 'Drama'
Word of Honor (2003)	'Drama'
Chíégoku no chíÇjin (1998)	'Adventure', 'Comedy', 'Drama'
As perimenoun oi gynaikes! (1998)	'Comedy'
Only Daughter (2013)	'Drama'
Drift (2013)	'Drama'
Army of Crime (2009)	'Drama'
Two Much (1996)	'Comedy', 'Romance'
I'll Be Home for Christmas (1998)	'Comedy', 'Family'
The Hunchback (1997)	'Drama', 'Horror', 'Romance'
Scott Pilgrim vs. the World (2010)	'Action', 'Comedy', 'Fantasy'
Halloweentown II: Kalabar's Revenge (2001)	'Adventure', 'Family', 'Fantasy'
The Puzzle (2009)	'Drama'
Tsirk sgorel, i klouny razbezhalis (1998)	'Drama', 'Fantasy'
Morgan PÌ´lsson - vÌ_rldsreporter (2008)	'Comedy'
Wisconsin Death Trip (1999)	'Drama'
River of Grass (1994)	'Drama'
The Odd Couple II (1998)	'Adventure', 'Comedy'
Pokí©mon: The First Movie - Mewtwo Strikes Back (1998)	'Animation', 'Action', 'Adventure'
The Internet's Own Boy: The Story of Aaron Swartz (2014)	'Documentary', 'Biography', 'Crime'
Athadu (2005)	'Action', 'Comedy'
BlinkyTM (2011)	'Horror', 'Sci-Fi'
Ziarno prawdy (2015)	'Crime', 'Thriller'
Ali G Indahouse (2002)	'Comedy', 'Romance'
The Other Me (2000)	'Comedy', 'Family', 'Sci-Fi'
Ak-ui yeon-dae-gi (2015)	'Crime', 'Drama', 'Thriller'
Contracted (2013)	'Drama', 'Horror', 'Thriller'
Runner Runner (2013)	'Crime', 'Thriller'
Nos amis les Terriens (2006)	'Sci-Fi'
El Clan (2015)	'Biography', 'Crime', 'Drama'
The Iceman Confesses: Secrets of a Mafia Hitman (2001)	'Crime', 'Documentary'
Preggoland (2014)	'Comedy', 'Drama'
Alan Partridge: Alpha Papa (2013)	'Comedy', 'Crime'
Desde allÌÁ (2015)	'Drama', 'Romance'
Oscar (1991)	'Comedy', 'Crime'
Chimpanzee (2012)	'Documentary'
Salaam-E-Ishq (2007)	'Comedy', 'Drama'
Dragon (2011)	'Action', 'Crime', 'Drama'
Girl Model (2011)	'Documentary', 'Thriller'
Cloverfield (2008)	'Action', 'Horror', 'Sci-Fi'
The Great Invisible (2014)	'Documentary'
Bailey's Billion$ (2005)	'Comedy', 'Family'
Now You See Me 2 (2016)	'Action', 'Adventure', 'Comedy'
Assassination Tango (2002)	'Crime', 'Drama', 'Romance'
Triangle (2009)	'Fantasy', 'Mystery', 'Thriller'
The Big Hit (1998)	'Action', 'Comedy', 'Crime'
The Boy Next Door (2015)	'Mystery', 'Thriller'
Court (2014)	'Drama'
Flight of the Living Dead (2007)	'Action', 'Horror', 'Sci-Fi'
The Curse of King Tut's Tomb (2006)	'Adventure', 'Fantasy', 'Horror'
The Death and Life of Otto Bloom (2016)	'Drama'
A Walk in the Clouds (1995)	'Drama', 'Romance'
Recipe for Love (2014)	'Comedy', 'Family', 'Romance'
Sidekick (2005)	'Fantasy', 'Sci-Fi'
La cage dorÌ©e (2013)	'Comedy'
The Circle (2002)	'Thriller'
Scary Movie 2 (2001)	'Comedy'
The Falls (2012)	'Drama', 'Romance'
Sick Boy (2012)	'Horror', 'Thriller'
The Carter (2009)	'Documentary'
Igor (2008)	'Animation', 'Comedy', 'Family'
Dirty 30 (2016)	'Comedy'
How to Let Go of the World and Love All the Things Climate Can't Change (2016)	'Documentary'
Wilby Wonderful (2004)	'Comedy', 'Drama', 'Romance'
Kummelin Jackpot (2006)	'Comedy'
