Title	Genre
Murder, She Baked: A Chocolate Chip Cookie Mystery (2015)	'Mystery'
Buck (2011)	'Documentary'
The Home Song Stories (2007)	'Drama'
The Accountant (2016)	'Action', 'Crime', 'Drama'
Late Bloomers (1996)	'Comedy', 'Drama', 'Romance'
Forgiven (2007)	'Drama'
Nuit blanche (2011)	'Action', 'Crime', 'Thriller'
Peter and Vandy (2009)	'Drama', 'Romance'
Lawn Dogs (1997)	'Drama'
The Seasoning House (2012)	'Drama', 'Horror', 'Thriller'
After the Ball (2015)	'Comedy'
Taxi (1998)	'Action', 'Comedy', 'Crime'
Nurse Betty (2000)	'Comedy', 'Crime', 'Drama'
Road Wars (2015)	'Action', 'Sci-Fi'
Magi i luften (2011)	'Drama'
Jude (1996)	'Drama', 'Romance'
Strana Oz (2015)	'Comedy'
Morrer Como Um Homem (2009)	'Drama'
Shackleton's Antarctic Adventure (2001)	'Documentary'
Larry the Cable Guy: Health Inspector (2006)	'Comedy', 'Romance'
Lesson of the Evil (2012)	'Horror', 'Thriller'
Guelwaar (1992)	'Drama'
Sunny in the Dark (2016)	'Drama'
Linda Linda Linda (2005)	'Comedy', 'Drama'
Piled Higher and Deeper (2011)	'Comedy', 'Drama'
CÌ_rki dancingu (2015)	'Comedy', 'Drama', 'Horror'
ZwÌ¦lf StÌ_hle (2004)	'Comedy'
Tian xia wu zei (2004)	'Action', 'Crime', 'Drama'
The Selfish Giant (2013)	'Drama'
Hae-jeok: Ba-da-ro gan san-jeok (2014)	'Adventure'
Espion(s) (2009)	'Drama', 'Romance', 'Thriller'
Anthrax (2001)	'Drama', 'Sci-Fi', 'Thriller'
Break Free (2014)	
Leprechaun (1993)	'Comedy', 'Fantasy', 'Horror'
Logan's War: Bound by Honor (1998)	'Action', 'Drama', 'Thriller'
Polis (2007)	'Action', 'Comedy', 'Crime'
Legacy (2010)	'Thriller'
Blind Terror (2001)	'Thriller', 'Drama', 'Mystery'
B-Side (2013)	'Comedy', 'Romance'
Hush (1998)	'Drama', 'Thriller'
Amish Grace (2010)	'Biography', 'Drama'
A Certain Kind of Death (2003)	'Documentary'
Hao nan hao nu (1995)	'Drama', 'Romance'
Traded (2016)	'Action'
Grande Ì©cole (2004)	'Drama', 'Romance'
Mary Shelley's Frankenstein (1994)	'Drama', 'Horror', 'Romance'
Wonderland (1999)	'Drama'
Allegiant (2016)	'Action', 'Adventure', 'Mystery'
Dying Young (1991)	'Drama', 'Romance'
Omae umasoudana (2010)	'Animation'
Wanderers (2014)	'Animation', 'Sci-Fi'
True Story (2015)	'Crime', 'Drama', 'Mystery'
Cat Shit One (2010)	'Animation', 'Action'
Another World (2014)	'Documentary', 'Biography', 'Drama'
Before I Go to Sleep (2014)	'Drama', 'Mystery', 'Thriller'
CafÌ© LumiÌ¬re (2003)	'Drama'
Joulupukki ja noitarumpu (1996)	'Animation', 'Comedy', 'Family'
Date and Switch (2014)	'Comedy', 'Romance'
The Nostradamus Kid (1993)	'Drama', 'Romance'
The Good Guy (2009)	'Comedy', 'Romance'
Cookers (2001)	'Drama', 'Horror'
Poltergeist (2015)	'Horror', 'Thriller'
Deliver Us from Evil (2006)	'Documentary', 'Crime'
The Talent Given Us (2004)	'Comedy', 'Drama'
Moroz po kozhe (2007)	'Thriller', 'Drama'
Dwae-ji-ui wang (2011)	'Animation', 'Drama', 'Thriller'
Whirlygirl (2006)	'Drama', 'Romance'
Cocktail (2012)	'Comedy', 'Drama', 'Romance'
Kertu (2013)	'Drama', 'Romance'
Knights (1993)	'Action', 'Adventure', 'Sci-Fi'
Hors la loi (2010)	'Crime', 'Drama'
The Orphanage (2007)	'Drama', 'Mystery', 'Thriller'
Big Ass Spider! (2013)	'Action', 'Comedy', 'Sci-Fi'
Dark Blue (2002)	'Crime', 'Drama', 'Thriller'
Das Rad (2003)	'Animation', 'Comedy'
Angry Indian Goddesses (2015)	'Comedy', 'Drama'
The Funhouse Massacre (2015)	'Comedy', 'Horror'
Amazing Johnathan: Wrong on Every Level (2006)	'Comedy'
Conspiracy Encounters (2016)	'Sci-Fi'
Johnny 2.0 (1997)	'Sci-Fi'
TentaÌ¤Ì£o (1997)	'Drama', 'Romance'
The Guru (2002)	'Comedy', 'Romance'
Transformers: Age of Extinction (2014)	'Action', 'Adventure', 'Sci-Fi'
Kronjuvelerna (2011)	'Drama'
Barbie & Her Sisters in the Great Puppy Adventure (2015)	'Animation', 'Adventure', 'Family'
Snake & Mongoose (2013)	
Torment (2013)	'Horror', 'Thriller'
All Souls Day: Dia de los Muertos (2005)	'Horror', 'Thriller'
Miss Castaway and the Island Girls (2004)	'Adventure', 'Comedy', 'Fantasy'
Turn of Faith (2002)	'Crime', 'Drama'
Matt Shepard Is a Friend of Mine (2014)	'Documentary', 'Biography'
Nobody's Baby (2001)	'Comedy', 'Drama'
Huang feihong zhi yingxiong you meng (2014)	'Action', 'Biography', 'Drama'
Music for One Apartment and Six Drummers (2001)	'Comedy'
Bareuge salja (2007)	'Action', 'Comedy'
åÁVivan las antÌ_podas! (2011)	'Documentary'
The Flock (2007)	'Crime', 'Drama', 'Mystery'
VÌ_Ì_peli KÌ¦rmy ja kahtesti laukeava (1997)	'Comedy'
KurÌ«n wa kokyÌ« wo mezasu (2008)	'Drama', 'Sci-Fi'
The Congress (2013)	'Animation', 'Drama', 'Sci-Fi'
Talk of Angels (1998)	'Drama', 'Romance'
The Amityville Curse (1990)	'Horror'
Rise of the Footsoldier (2007)	'Biography', 'Crime', 'Drama'
The Contender (2000)	'Drama', 'Thriller'
La Vie en Rose (2007)	'Biography', 'Drama'
Ouija (2014)	'Horror', 'Thriller'
The Other One: The Long, Strange Trip of Bob Weir (2014)	'Documentary', 'Biography'
If These Walls Could Talk 2 (2000)	'Drama', 'Romance'
Swerve (2011)	'Crime', 'Drama', 'Thriller'
Debbie Macomber's Dashing Through the Snow (2015)	'Comedy', 'Family', 'Romance'
Very Semi-Serious (2015)	'Documentary'
Snarveien (2009)	'Horror', 'Thriller'
The Future (2011)	'Comedy', 'Drama', 'Romance'
Al-too-bi: Riteon too beiseu (2012)	'Action', 'Drama', 'Romance'
Fine Things (1990)	'Drama', 'Romance'
The Unsaid (2001)	'Crime', 'Drama', 'Mystery'
íó la folie... pas du tout (2002)	'Romance', 'Thriller'
Horton Hears a Who! (2008)	'Animation', 'Adventure', 'Comedy'
Just for Kicks (2005)	'Documentary'
Starsuckers (2009)	'Documentary'
The Ring Two (2005)	'Horror', 'Mystery'
Shades of Ray (2008)	'Comedy', 'Drama', 'Romance'
Fight Club: Members Only (2006)	'Action', 'Comedy', 'Crime'
Genius on Hold (2012)	'Documentary'
Instrument (2003)	'Documentary'
The Hallow (2015)	'Horror'
Sommer in Orange (2011)	'Comedy'
Great Expectations (1999)	'Drama'
The Walking Deceased (2015)	'Comedy', 'Horror'
Bí©bí©'s Kids (1992)	'Animation', 'Comedy', 'Fantasy'
Mom (1991)	'Comedy', 'Horror'
Certified Copy (2010)	'Drama'
Dobermann (1997)	'Action', 'Crime', 'Thriller'
Goya's Ghosts (2006)	'Biography', 'Drama'
Anjaana Anjaani (2010)	'Comedy', 'Drama'
964 Pinocchio (1991)	'Horror', 'Sci-Fi'
Critters 4 (1992)	'Comedy', 'Horror', 'Sci-Fi'
Cherrybomb (2009)	'Drama', 'Thriller'
The Sorcerer and the White Snake (2011)	'Action', 'Fantasy'
Supervoksen (2006)	'Drama'
Gallows Hill (2013)	'Horror', 'Mystery', 'Thriller'
Clerks (1994)	'Comedy'
Thoughtcrimes (2003)	'Action', 'Crime', 'Drama'
Hate Story 2 (2014)	'Drama', 'Thriller'
A Dangerous Method (2011)	'Biography', 'Drama', 'Romance'
Ennum Eppozhum (2015)	'Comedy', 'Drama'
World Trade Center (2006)	'Drama', 'Thriller'
The Adopted Son (1998)	'Drama'
Nell (1994)	'Drama'
Dead Ahead: The Exxon Valdez Disaster (1992)	'Drama'
Inside (2007)	'Horror'
Road to Victory (2007)	'Drama'
Life During Wartime (2009)	'Comedy', 'Drama'
50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013)	'Documentary'
Mr. Jealousy (1997)	'Comedy', 'Romance'
Air America (1990)	'Action', 'Comedy'
Lady in the Water (2006)	'Drama', 'Fantasy', 'Mystery'
Se qing nan nu (1996)	'Comedy', 'Drama'
Bayou Blue (2011)	'Documentary', 'Crime', 'Drama'
The Rainbow Thief (1990)	'Fantasy', 'Drama'
Tower Block (2012)	'Thriller'
Appropriate Behavior (2014)	'Comedy', 'Drama', 'Romance'
Alias Ruby Blade (2012)	'Documentary'
Angel Eyes (2001)	'Drama', 'Romance'
Tom Segura: Completely Normal (2014)	'Comedy'
The Hollow (2015)	'Horror'
Man's Best Friend (1993)	'Comedy', 'Horror', 'Sci-Fi'
The Thaw (2009)	'Horror', 'Sci-Fi', 'Thriller'
Bobcat Goldthwait: You Don't Look the Same Either. (2012)	'Documentary', 'Comedy'
La fille sur le pont (1999)	'Comedy', 'Drama', 'Romance'
Keys to Tulsa (1997)	'Crime', 'Drama', 'Thriller'
There Goes My Baby (1994)	'Comedy', 'Drama'
Strawberry Summer (2012)	'Family'
Code 46 (2003)	'Drama', 'Romance', 'Sci-Fi'
The Hills Have Eyes (2006)	'Horror'
SynguÌ© sabour, pierre de patience (2012)	'Drama'
The Hundred-Foot Journey (2014)	'Comedy', 'Drama'
ATM (2012)	'Horror', 'Thriller'
The Dying Gaul (2005)	'Drama', 'Romance'
First Shot (2002)	'Action'
13 Hours in a Warehouse (2008)	'Horror', 'Thriller'
Shi gu (2015)	'Drama'
Return to Sleepaway Camp (2008)	'Comedy', 'Horror', 'Mystery'
The Crimson Rivers (2000)	'Crime', 'Mystery', 'Thriller'
Hross Ì_ oss (2013)	'Comedy', 'Drama', 'Romance'
Muumit Rivieralla (2014)	'Animation', 'Comedy', 'Family'
First Knight (1995)	'Action', 'Adventure', 'Romance'
Zombie Resurrection (2014)	'Horror'
Constantine's Sword (2007)	'Documentary', 'Biography'
Genius Party (2007)	'Animation'
American Mullet (2001)	'Documentary'
GMO OMG (2013)	'Documentary'
Plush (2013)	'Drama', 'Thriller'
Despicable Me (2010)	'Animation', 'Adventure', 'Comedy'
Fruitcake (2003)	'Comedy', 'Romance'
Ye Ying - Le promeneur d'oiseau (2013)	'Drama', 'Family'
El cadÌÁver de Anna Fritz (2015)	'Drama', 'Thriller'
12:01 PM (1990)	'Sci-Fi'
Mum & Dad (2008)	'Horror', 'Thriller'
Passione sinistra (2013)	'Comedy'
The Last: Naruto the Movie (2014)	'Animation', 'Action', 'Adventure'
Desert Flower (2009)	'Biography', 'Drama'
Matka minuksi (2014)	'Documentary', 'Drama'
Smiling Fish & Goat on Fire (1999)	'Comedy', 'Romance'
Eden (2012)	'Crime', 'Drama'
Ernest Rides Again (1993)	'Family', 'Comedy'
Les couloirs du temps: Les visiteurs II (1998)	'Comedy', 'Fantasy'
Bianca come il latte, rossa come il sangue (2013)	'Comedy', 'Drama'
All the Light in the Sky (2012)	'Drama'
Joshua Tree, 1951: A Portrait of James Dean (2012)	'Drama'
Camp Hell (2010)	'Drama', 'Horror'
Supremacy (2014)	'Drama'
Love Hina Christmas Special: Silent Eve (2000)	'Animation', 'Comedy', 'Romance'
Maniac (2012)	'Horror', 'Thriller'
Bent (1997)	'Drama', 'Romance'
La discrÌ¬te (1990)	'Drama', 'Romance'
Bratz (2007)	'Comedy', 'Family'
Jimmy Carr: Funny Business (2016)	'Documentary', 'Comedy'
